,REGION,COD_BNA,NOMBRE,ESTADO,ESTE_84,NORTE_84,COD_CUEN,COD_SUBC,COD_SSUBC,NOM_SSUBC,NOM_CUEN,NOM_SUBC,CINE_REG,COD_REG,NOM_REG,CINE_PROV,COD_PROV,NOM_PROV,CINE_COM,COD_COM,NOM_COM
325,4,04311003-9,PISCO ELQUI DMC,Vigentes,356078,6666608,043,0431,04311,Rio Derecho Entre Quebrada Cogua y Rio Cochiguas,Rio Elqui,Rio Claro,04,4,Coquimbo,041,41,Elqui,04105,4105,Paiguano
326,4,04311004-7,LOS NICHOS,Vigentes,355854,6662977,043,0431,04311,Rio Derecho Entre Quebrada Cogua y Rio Cochiguas,Rio Elqui,Rio Claro,04,4,Coquimbo,041,41,Elqui,04105,4105,Paiguano
327,4,04311005-5,LA ORTIGA,Vigentes,356572,6657051,043,0431,04311,Rio Derecho Entre Quebrada Cogua y Rio Cochiguas,Rio Elqui,Rio Claro,04,4,Coquimbo,041,41,Elqui,04105,4105,Paiguano
328,4,04501003-1,PABELLON,Vigentes,350473,6634601,045,0450,04501,Rio Hurtado Entre Quebrada San Agustin y Quebrada Atajo,Rio Limari,Rio Hurtado,04,4,Coquimbo,043,43,Limarí,04305,4305,Río Hurtado
329,4,04502005-3,HURTADO,Vigentes,338582,6649150,045,0450,04501,Rio Hurtado Entre Quebrada San Agustin y Quebrada Atajo,Rio Limari,Rio Hurtado,04,4,Coquimbo,043,43,Limarí,04305,4305,Río Hurtado
330,4,04503003-2,PICHASCA,Vigentes,320211,6636002,045,0450,04503,Rio Hurtado Entre Rio Chacay y Quebrada Sin Nombre,Rio Limari,Rio Hurtado,04,4,Coquimbo,043,43,Limarí,04305,4305,Río Hurtado
331,4,04551005-0,OVALLE DGA,Vigentes,288294,6612196,045,0455,04551,Quebrada del Ingenio,Rio Limari,Rio Limari,04,4,Coquimbo,043,43,Limarí,04301,4301,Ovalle
332,4,04552002-1,LA TORRE,Vigentes,273129,6610680,045,0455,04552,Rio Limari Entre Quebrada del Ingenio y Bajo Junta Estero La Plata,Rio Limari,Rio Limari,04,4,Coquimbo,043,43,Limarí,04301,4301,Ovalle
333,4,04506007-1,RECOLETA EMBALSE,Vigentes,298772,6624450,045,0450,04506,"Rio Hurtado Entre Quebradas Higuerilla, Quebrada Sin Nombre y Rio Lima",Rio Limari,Rio Hurtado,04,4,Coquimbo,043,43,Limarí,04301,4301,Ovalle
334,4,04540005-0,SOTAQUI,Vigentes,296466,6609493,045,0454,04540,Rio Grande entre Rio Guatulame (muro Embalse Paloma) y Rio Hurtado,Rio Limari,Rio Grande Bajo (entre Embalse Paloma y Rio Hurtado),04,4,Coquimbo,043,43,Limarí,04301,4301,Ovalle
335,4,04540006-9,PALOMA EMBALSE,Vigentes,304995,6602384,045,0454,04540,Rio Grande entre Rio Guatulame (muro Embalse Paloma) y Rio Hurtado,Rio Limari,Rio Grande Bajo (entre Embalse Paloma y Rio Hurtado),04,4,Coquimbo,043,43,Limarí,04301,4301,Ovalle
336,4,04610001-8,PEÑA BLANCA,Vigentes,255886,6578532,046,0461,04610,Estero El Teniente y Estero Almendro (Incl.),Costeras entre R.Limari y R.Choapa,E.  El Teniente y E. El Almendro (Incl.),04,4,Coquimbo,043,43,Limarí,04301,4301,Ovalle
337,4,04522003-6,RAPEL,Vigentes,333484,6596671,045,0452,04522,Rio Rapel entre Rio Paloma y Rio Grande,Rio Limari,R. Grande Medio (arriba Junta R. Rapel y R. Guatulame o Muro Emb. Paloma),04,4,Coquimbo,043,43,Limarí,04303,4303,Monte Patria
338,4,04537003-8,EL TOME,Vigentes,310977,6590149,045,0453,04537,Rio Guatulame hasta desembocadura Embalse Paloma,Rio Limari,R. Guatulame (Muro Embalse Paloma),04,4,Coquimbo,043,43,Limarí,04303,4303,Monte Patria
339,4,04513003-7,TULAHUEN,Vigentes,331020,6572959,045,0451,04513,Rio Grande entre Rio Toscadero y Rio Mostazal,Rio Limari,Rio Grande Alto (hasta arriba junta Rio Rapel),04,4,Coquimbo,043,43,Limarí,04303,4303,Monte Patria
340,4,04513004-5,CAREN,Vigentes,330489,6585239,045,0451,04513,Rio Grande entre Rio Toscadero y Rio Mostazal,Rio Limari,Rio Grande Alto (hasta arriba junta Rio Rapel),04,4,Coquimbo,043,43,Limarí,04303,4303,Monte Patria
341,4,04511002-8,RIO GRANDE EN LAS RAMADAS,Vigentes,348721,6567581,045,0451,04511,Rio Grande entre Rio Palillos y Rio Toscadero,Rio Limari,Rio Grande Alto (hasta arriba junta Rio Rapel),04,4,Coquimbo,043,43,Limarí,04303,4303,Monte Patria
342,4,04511003-6,LAS RAMADAS,Vigentes,348909,6567419,045,0451,04511,Rio Grande entre Rio Palillos y Rio Toscadero,Rio Limari,Rio Grande Alto (hasta arriba junta Rio Rapel),04,4,Coquimbo,043,43,Limarí,04303,4303,Monte Patria
343,4,04512002-3,TASCADERO,Vigentes,340936,6567129,045,0451,04512,Rio Toscadero,Rio Limari,Rio Grande Alto (hasta arriba junta Rio Rapel),04,4,Coquimbo,043,43,Limarí,04303,4303,Monte Patria
344,4,04554003-0,LA PLACILLA,Vigentes,278631,6579522,045,0455,04554,Estero Punitaqui hasta Los Mantos,Rio Limari,Rio Limari,04,4,Coquimbo,043,43,Limarí,04304,4304,Punitaqui
345,4,04555001-K,PUNITAQUI,Vigentes,284077,6586719,045,0455,04554,Estero Punitaqui hasta Los Mantos,Rio Limari,Rio Limari,04,4,Coquimbo,043,43,Limarí,04304,4304,Punitaqui
346,4,04535001-0,COGOTI EMBALSE,Vigentes,300608,6567327,045,0453,04535,Rio Guatulame Entre Embalse Cogoti y Quebrada Carcamo,Rio Limari,R. Guatulame (Muro Embalse Paloma),04,4,Coquimbo,043,43,Limarí,04302,4302,Combarbalá
347,4,04530001-3,RIO COGOTI EN FRAGUITA,Vigentes,320068,6556093,045,0453,04531,Rio Cogoti Entre Quebrada Chepica y Desembocadura Embalse Cogoti,Rio Limari,R. Guatulame (Muro Embalse Paloma),04,4,Coquimbo,043,43,Limarí,04302,4302,Combarbalá
348,4,04531002-7,RIO COGOTI ENTRADA EMBALSE COGOTI,Vigentes,305097,6564637,045,0453,04531,Rio Cogoti Entre Quebrada Chepica y Desembocadura Embalse Cogoti,Rio Limari,R. Guatulame (Muro Embalse Paloma),04,4,Coquimbo,043,43,Limarí,04302,4302,Combarbalá
349,4,04531003-5,COGOTI 18,Vigentes,313519,6558646,045,0453,04531,Rio Cogoti Entre Quebrada Chepica y Desembocadura Embalse Cogoti,Rio Limari,R. Guatulame (Muro Embalse Paloma),04,4,Coquimbo,043,43,Limarí,04302,4302,Combarbalá
350,4,04532006-5,COMBARBALA,Vigentes,309530,6547812,045,0453,04532,Rio Combarbala,Rio Limari,R. Guatulame (Muro Embalse Paloma),04,4,Coquimbo,043,43,Limarí,04302,4302,Combarbalá
351,4,04732001-1,LA CANELA DMC,Vigentes,266445,6523752,047,0473,04734,Estero Canela entre Espiritu Santo y Rio Choapa,Rio Choapa,Rio Choapa Bajo (entre Rio Illapel y Desembocadura),04,4,Coquimbo,042,42,Choapa,04202,4202,Canela
352,4,04730004-5,MINCHA NORTE,Vigentes,267509,6502706,047,0473,04730,Rio Choapa Entre Rio Illapel y Estero Canela,Rio Choapa,Rio Choapa Bajo (entre Rio Illapel y Desembocadura),04,4,Coquimbo,042,42,Choapa,04202,4202,Canela
353,4,04721001-1,RIO ILLAPEL EN LAS BURRAS,Vigentes,327549,6512386,047,0472,04721,Rio Illapel Entre Arriba Junta Rio Tres Quebradas y Arriba Junta Rio Caren,Rio Choapa,Rio Illapel,04,4,Coquimbo,042,42,Choapa,04201,4201,Illapel
354,4,04721002-K,LAS BURRAS,Vigentes,327474,6512155,047,0472,04721,Rio Illapel Entre Arriba Junta Rio Tres Quebradas y Arriba Junta Rio Caren,Rio Choapa,Rio Illapel,04,4,Coquimbo,042,42,Choapa,04201,4201,Illapel
355,4,04723001-2,RIO ILLAPEL EN HUINTIL,Vigentes,313467,6506056,047,0472,04723,Rio Illapel Entre Quebrada El Chivato y Estero Auco,Rio Choapa,Rio Illapel,04,4,Coquimbo,042,42,Choapa,04201,4201,Illapel
356,4,04723002-0,HUINTIL,Vigentes,310378,6505125,047,0472,04723,Rio Illapel Entre Quebrada El Chivato y Estero Auco,Rio Choapa,Rio Illapel,04,4,Coquimbo,042,42,Choapa,04201,4201,Illapel
357,4,04726001-9,RIO ILLAPEL EN EL PERAL,Vigentes,286157,6494086,047,0472,04726,Rio Illapel Entre Estero Auco y Rio Choapa,Rio Choapa,Rio Illapel,04,4,Coquimbo,042,42,Choapa,04201,4201,Illapel
358,4,04726003-5,ILLAPEL DGA,Vigentes,293094,6497017,047,0472,04726,Rio Illapel Entre Estero Auco y Rio Choapa,Rio Choapa,Rio Illapel,04,4,Coquimbo,042,42,Choapa,04201,4201,Illapel
359,4,04716005-7,LIMAHUIDA,Vigentes,294965,6485124,047,0471,04716,Rio Choapa Entre Estero Limahuida y Rio Illapel,Rio Choapa,Rio Choapa Medio (entre Rios Cuncumen e Illapel),04,4,Coquimbo,042,42,Choapa,04201,4201,Illapel
360,4,04712001-2,RIO CHALINGA EN LA PALMILLA,Vigentes,337333,6491612,047,0471,04712,Rio Chalinga Hasta Quebrada Ranquil,Rio Choapa,Rio Choapa Medio (entre Rios Cuncumen e Illapel),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
361,4,04713004-2,SAN AGUSTIN,Vigentes,326406,6487532,047,0471,04713,Rio Chalinga Entre Arriba Quebrada Ranquil y Rio Choapa,Rio Choapa,Rio Choapa Medio (entre Rios Cuncumen e Illapel),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
362,4,04704001-9,RIO CUNCUMEN ANTES JUNTA CHOAPA (CHACAY),Vigentes,347110,6472007,047,0470,04704,Rio Cuncumen,Rio Choapa,Rio Choapa Alto (hasta abajo junta Rio Cuncumen),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
363,4,04710001-1,LA TRANQUILLA,Vigentes,341195,6469550,047,0471,04710,Rio Choapa Entre Rio Cuncumen y Bajo Junta Quebrada Chellepin,Rio Choapa,Rio Choapa Medio (entre Rios Cuncumen e Illapel),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
364,4,04711001-7,RIO CHOAPA EN SALAMANCA,Vigentes,317085,6478374,047,0471,04711,Rio Choapa Entre Quebrada Chellepin y Rio Chalinga,Rio Choapa,Rio Choapa Medio (entre Rios Cuncumen e Illapel),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
365,4,04711003-3,COIRON,Vigentes,332248,6468923,047,0471,04711,Rio Choapa Entre Quebrada Chellepin y Rio Chalinga,Rio Choapa,Rio Choapa Medio (entre Rios Cuncumen e Illapel),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
366,4,04711004-1,SALAMANCA,Vigentes,313736,6482674,047,0471,04711,Rio Choapa Entre Quebrada Chellepin y Rio Chalinga,Rio Choapa,Rio Choapa Medio (entre Rios Cuncumen e Illapel),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
367,4,04703002-1,RIO CHOAPA EN CUNCUMEN,Vigentes,349754,6461883,047,0470,04703,Rio Choapa Entre Estero del Valle y Rio Cuncumen,Rio Choapa,Rio Choapa Alto (hasta abajo junta Rio Cuncumen),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
368,4,04703003-K,CUNCUMEN,Vigentes,346469,6469914,047,0470,04703,Rio Choapa Entre Estero del Valle y Rio Cuncumen,Rio Choapa,Rio Choapa Alto (hasta abajo junta Rio Cuncumen),04,4,Coquimbo,042,42,Choapa,04204,4204,Salamanca
369,4,04810001-5,ESTERO PUPIO EN EL ROMERO,Vigentes,303872,6463101,048,0481,04810,Estero Pupio,Costeras entre R.Choapa y R.Quilimari,Estero Pupio,04,4,Coquimbo,042,42,Choapa,04203,4203,Los Vilos
370,4,04810003-1,CAIMANES,Vigentes,298044,6465524,048,0481,04810,Estero Pupio,Costeras entre R.Choapa y R.Quilimari,Estero Pupio,04,4,Coquimbo,042,42,Choapa,04203,4203,Los Vilos
371,4,04820001-K,LOS VILOS DMC,Vigentes,262657,6466271,048,0482,04820,Costeras Entre Estero Pupio y Rio Quilimari,Costeras entre R.Choapa y R.Quilimari,Costeras entre Estero Pupio y Rio Quilimari,04,4,Coquimbo,042,42,Choapa,04203,4203,Los Vilos
372,4,04900002-2,CULIMO EMBALSE,Vigentes,289116,6449316,049,0490,04901,Rio Quilimari entre muro Embalse Culimo y Bajo Cajon Ingienillo,Rio QuiLimari,Rio Quilimari hasta Muro Embalse Culimo,04,4,Coquimbo,042,42,Choapa,04203,4203,Los Vilos
373,4,04902002-3,LOS CONDORES,Vigentes,281813,6445187,049,0490,04902,Rio Quilimari Entre Cajon Ingienillo y Desembocadura,Rio QuiLimari,Rio Quilimari hasta Muro Embalse Culimo,04,4,Coquimbo,042,42,Choapa,04203,4203,Los Vilos
374,4,04902003-1,QUILIMARI,Vigentes,264892,6443916,049,0490,04902,Rio Quilimari Entre Cajon Ingienillo y Desembocadura,Rio QuiLimari,Rio Quilimari hasta Muro Embalse Culimo,04,4,Coquimbo,042,42,Choapa,04203,4203,Los Vilos
375,4,04900003-0,QUELON,Vigentes,296000,6441528,049,0490,04900,Rio Quilimari hasta muro Embalse Culimo,Rio QuiLimari,Rio Quilimari hasta Muro Embalse Culimo,04,4,Coquimbo,042,42,Choapa,04203,4203,Los Vilos
376,5,05101005-1,PEDERNAL HACIENDA,Vigentes,330256,6447868,051,0510,05101,Rio Pedernal,Rio Petorca,Rio Petorca Alto (hasta despues Junta Rio Sobrante),05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
377,5,05101006-K,CHALACO,Vigentes,331485,6438332,051,0510,05101,Rio Pedernal,Rio Petorca,Rio Petorca Alto (hasta despues Junta Rio Sobrante),05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
378,5,05111001-3,PALQUICO,Vigentes,298531,6429544,051,0511,05111,Estero Las Palmas,Rio Petorca,Petorca Medio,05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
379,5,05111002-1,FRUTILLAR ALTO,Vigentes,311571,6441237,051,0511,05111,Estero Las Palmas,Rio Petorca,Petorca Medio,05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
380,5,05111004-8,EL SALVADOR,Vigentes,304423,6423722,051,0511,05111,Estero Las Palmas,Rio Petorca,Petorca Medio,05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
381,5,05100001-3,RIO SOBRANTE EN PIÑADERO,Vigentes,338253,6432848,051,0510,05100,Rio Sobrante,Rio Petorca,Rio Petorca Alto (hasta despues Junta Rio Sobrante),05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
382,5,05100003-K,NACIMIENTO DEL SOBRANTE,Vigentes,360191,6437670,051,0510,05100,Rio Sobrante,Rio Petorca,Rio Petorca Alto (hasta despues Junta Rio Sobrante),05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
383,5,05100005-6,EL TRAPICHE,Vigentes,336274,6432849,051,0510,05100,Rio Sobrante,Rio Petorca,Rio Petorca Alto (hasta despues Junta Rio Sobrante),05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
384,5,05100006-4,EL SOBRANTE HACIENDA,Vigentes,330879,6432712,051,0510,05100,Rio Sobrante,Rio Petorca,Rio Petorca Alto (hasta despues Junta Rio Sobrante),05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
385,5,05110002-6,RIO PETORCA EN PEÑON O HIERRO VIEJO,Vigentes,312690,6426939,051,0511,05110,Rio Petorca Entre Rio Sobrante y Estero Las Palmas,Rio Petorca,Petorca Medio,05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
386,5,05110003-4,HIERRO VIEJO,Vigentes,313833,6426657,051,0511,05110,Rio Petorca Entre Rio Sobrante y Estero Las Palmas,Rio Petorca,Petorca Medio,05,5,Valparaíso,054,54,Petorca,05404,5404,Petorca
387,5,05120003-9,ARTIFICIO,Vigentes,302911,6413118,051,0512,05120,Rio Petorca Entre Estero Las Palmas y Desembocadura,Rio Petorca,Rio Petorca Bajo (Entre Las Palmas y Desembocadura),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
388,5,05200001-7,RIO ALICAHUE EN COLLIGUAY,Vigentes,336451,6421573,052,0520,05200,Estero Alicahue,Rio Ligua,Rio Ligua Alto (Estero Alicahue),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
389,5,05200006-8,ALICAHUE,Vigentes,335143,6420422,052,0520,05200,Estero Alicahue,Rio Ligua,Rio Ligua Alto (Estero Alicahue),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
390,5,05200007-6,LA MOSTAZA,Vigentes,341911,6409814,052,0520,05200,Estero Alicahue,Rio Ligua,Rio Ligua Alto (Estero Alicahue),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
391,5,05210002-K,LA VIÑA,Vigentes,320246,6410050,052,0521,05210,Rio Ligua ante Quebrada La Cerrada y Estero Los Angeles,Rio Ligua,Rio Ligua Medio (entre Quebrada La Cerrada y Los Angeles),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
392,5,05220006-7,CHACRILLA,Vigentes,306249,6410346,052,0522,05220,Rio Ligua Entre Estero Los Angeles y Bajo Estero La Patagua,Rio Ligua,Rio Ligua Bajo (Entre Estero Los Angeles y Desembocadura),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
393,5,05211003-3,MINA CERRO NEGRO,Vigentes,324304,6392281,052,0521,05211,Estero Los Angeles,Rio Ligua,Rio Ligua Medio (entre Quebrada La Cerrada y Los Angeles),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
394,5,05211004-1,LAS PUERTAS,Vigentes,318419,6403948,052,0521,05211,Estero Los Angeles,Rio Ligua,Rio Ligua Medio (entre Quebrada La Cerrada y Los Angeles),05,5,Valparaíso,054,54,Petorca,05402,5402,Cabildo
395,5,05414001-0,RIO PUTAENDO EN RESGUARDO LOS PATOS,Vigentes,351471,6402864,054,0541,05413,Rio Putaendo Entre Rio Hidalgo y Bajo Junta Estero Chalaco,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,057,57,San Felipe,05705,5705,Putaendo
396,5,05414004-5,RESGUARDO LOS PATOS,Vigentes,351410,6402873,054,0541,05413,Rio Putaendo Entre Rio Hidalgo y Bajo Junta Estero Chalaco,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,057,57,San Felipe,05705,5705,Putaendo
397,5,05414005-3,EL TARTARO,Vigentes,340523,6395278,054,0541,05414,Rio Putaendo Entre Estero Chalaco y Rio Aconcagua,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,057,57,San Felipe,05705,5705,Putaendo
398,5,05404001-6,CANAL COLORADO EN BOCATOMA,Vigentes,373148,6365795,054,0540,05406,Rio Colorado Entre Estero Riecillos y Rio Aconcagua,Rio Aconcagua,Aconcagua Alto,05,5,Valparaíso,053,53,Los Andes,05304,5304,San Esteban
399,5,05410002-7,RIO ACONCAGUA EN CHACABUQUITO,Vigentes,358752,6364286,054,0541,05410,Rio Aconcagua entre Rio Colorado y Rio Putaendo,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,053,53,Los Andes,05304,5304,San Esteban
400,5,05310001-5,LAGUNA DE ZAPALLAR,Vigentes,274127,6387860,053,0531,05310,Estero Catapilco,Costeras Ligua-Aconcagua,Estero Catapilco,05,5,Valparaíso,054,54,Petorca,05405,5405,Zapallar
401,5,05415004-0,JAHUEL,Vigentes,350331,6382255,054,0541,05415,Estero Quilpue,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,057,57,San Felipe,05706,5706,Santa María
402,5,05421005-1,CATEMU,Vigentes,318021,6373877,054,0542,05421,Estero Catemu,Rio Aconcagua,Aconcagua Bajo,05,5,Valparaíso,057,57,San Felipe,05702,5702,Catemu
403,5,05410005-1,RIO ACONCAGUA EN SAN FELIPE,Vigentes,337335,6374251,054,0541,05415,Estero Quilpue,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,057,57,San Felipe,05701,5701,San Felipe
404,5,05410008-6,SAN FELIPE,Vigentes,340094,6374545,054,0541,05415,Estero Quilpue,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,057,57,San Felipe,05701,5701,San Felipe
405,5,05410006-K,VILCUYA,Vigentes,362293,6363236,054,0541,05410,Rio Aconcagua entre Rio Colorado y Rio Putaendo,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,053,53,Los Andes,05301,5301,Los Andes
406,5,05410007-8,LOS ANDES,Vigentes,346279,6368435,054,0541,05410,Rio Aconcagua entre Rio Colorado y Rio Putaendo,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,053,53,Los Andes,05301,5301,Los Andes
407,5,05401003-6,RIO JUNCAL EN JUNCAL,Vigentes,392675,6362512,054,0540,05400,Rio Juncal antes junta Estero Juncalillo,Rio Aconcagua,Aconcagua Alto,05,5,Valparaíso,053,53,Los Andes,05301,5301,Los Andes
408,5,05403006-1,RIECILLOS,Vigentes,373110,6356480,054,0540,05403,Rio Aconcagua entre Rio Blanco y Rio Colorado,Rio Aconcagua,Aconcagua Alto,05,5,Valparaíso,053,53,Los Andes,05301,5301,Los Andes
409,5,05403002-9,RIO ACONCAGUA EN RIO BLANCO,Vigentes,377748,6357917,054,0540,05402,Rio Blanco,Rio Aconcagua,Aconcagua Alto,05,5,Valparaíso,053,53,Los Andes,05301,5301,Los Andes
410,5,05422002-2,LAS CHILCAS,Vigentes,327069,6362036,054,0542,05422,Estero Los Loros,Rio Aconcagua,Aconcagua Bajo,05,5,Valparaíso,057,57,San Felipe,05703,5703,Llaillay
411,5,05423003-6,RIO ACONCAGUA EN ROMERAL,Vigentes,310430,6364620,054,0542,05422,Estero Los Loros,Rio Aconcagua,Aconcagua Bajo,05,5,Valparaíso,057,57,San Felipe,05703,5703,Llaillay
412,5,05411001-4,ESTERO POCURO EN EL SIFON,Vigentes,355682,6356459,054,0541,05411,Estero Pocuro,Rio Aconcagua,Aconcagua Medio,05,5,Valparaíso,053,53,Los Andes,05302,5302,Calle Larga
413,13,05733006-6,RINCON DE LOS VALLES,Vigentes,336111,6353157,057,0573,05733,Estero Tiltil,Rio Maipo,Mapocho Bajo,13,13,Metropolitana de Santiago,133,133,Chacabuco,13303,13303,Tiltil
414,13,05733007-4,CALEU,Vigentes,313765,6346338,057,0573,05733,Estero Tiltil,Rio Maipo,Mapocho Bajo,13,13,Metropolitana de Santiago,133,133,Chacabuco,13303,13303,Tiltil
415,13,05733008-2,RUNGUE EMBALSE,Vigentes,321794,6344885,057,0573,05733,Estero Tiltil,Rio Maipo,Mapocho Bajo,13,13,Metropolitana de Santiago,133,133,Chacabuco,13303,13303,Tiltil
416,13,05733010-4,FUNDO LAS BATEAS,Vigentes,331120,6353082,057,0573,05733,Estero Tiltil,Rio Maipo,Mapocho Bajo,13,13,Metropolitana de Santiago,133,133,Chacabuco,13303,13303,Tiltil
417,13,05732001-K,HUECHUN EMBALSE,Vigentes,331837,6337777,057,0573,05732,Estero Chacabuco Entre Estero La Margarita y Estero Tiltil,Rio Maipo,Mapocho Bajo,13,13,Metropolitana de Santiago,133,133,Chacabuco,13303,13303,Tiltil
418,13,05732002-8,HUECHUN ANDINA,Vigentes,335008,6339281,057,0573,05732,Estero Chacabuco Entre Estero La Margarita y Estero Tiltil,Rio Maipo,Mapocho Bajo,13,13,Metropolitana de Santiago,133,133,Chacabuco,13303,13303,Tiltil
419,5,05427008-9,QUEBRADA ALVARADO,Vigentes,302557,6341112,054,0542,05427,Estero Limache,Rio Aconcagua,Aconcagua Bajo,05,5,Valparaíso,058,58,Marga Marga,05803,5803,Olmué
420,5,05510001-2,RODELILLO,Vigentes,258696,6340127,055,0551,05510,Lago Penuelas,Costeras entre Aconcagua y Maipo,Lago Peñuelas,05,5,Valparaíso,051,51,Valparaíso,05101,5101,Valparaíso
421,5,05510002-0,LAGO PEÑUELAS,Vigentes,261586,6329722,055,0551,05510,Lago Penuelas,Costeras entre Aconcagua y Maipo,Lago Peñuelas,05,5,Valparaíso,051,51,Valparaíso,05101,5101,Valparaíso
422,5,05510005-5,CERRO COLORADO ARMADA DE CHILE,Vigentes,255716,6336526,055,0551,05510,Lago Penuelas,Costeras entre Aconcagua y Maipo,Lago Peñuelas,05,5,Valparaíso,051,51,Valparaíso,05101,5101,Valparaíso
423,5,05510007-1,VALPARAÍSO,Vigentes,256770,6341114,055,0551,05510,Lago Penuelas,Costeras entre Aconcagua y Maipo,Lago Peñuelas,05,5,Valparaíso,051,51,Valparaíso,05101,5101,Valparaíso
424,13,05706003-4,VALLE OLIVARES,Vigentes,396313,6327380,057,0570,05706,Rio Olivares,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
425,13,05706004-2,GLACIAR JUNCAL SUR,Vigentes,396269,6335124,057,0570,05706,Rio Olivares,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
426,13,05706005-0,GLACIAR OLIVARES ALFA,Vigentes,386439,6328240,057,0570,05706,Rio Olivares,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
427,13,05705001-2,RIO COLORADO ANTES JUNTA RIO OLIVARES,Vigentes,394337,6293457,057,0570,05705,Rio Colorado antes junta Rio Olivares,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
428,13,05706001-8,RIO OLIVARES ANTES JUNTA RIO COLORADO,Vigentes,394343,6293240,057,0570,05705,Rio Colorado antes junta Rio Olivares,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
429,13,05707003-K,MAITENES BOCATOMA,Vigentes,382834,6289120,057,0570,05707,Rio Colorado entre Rio Olivares y Rio Maipo,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
430,13,05710001-K,RIO MAIPO EN EL MANZANO,Vigentes,372019,6281633,057,0571,05710,Rio Maipo Entre Estero Colorado y Rio Clarillo,Rio Maipo,Rio Maipo Medio,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
431,13,05710007-9,LA OBRA RECINTO EMOS,Vigentes,362190,6282161,057,0571,05710,Rio Maipo Entre Estero Colorado y Rio Clarillo,Rio Maipo,Rio Maipo Medio,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
432,13,05703008-9,EL YESO EMBALSE,Vigentes,399081,6273246,057,0570,05703,Rio Yeso,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
433,13,05704002-5,RIO MAIPO EN SAN ALFONSO,Vigentes,379470,6266472,057,0570,05704,Rio Maipo entre Rio Volcan y Rio Colorado,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
434,13,05704004-1,SAN GABRIEL,Vigentes,385249,6261273,057,0570,05704,Rio Maipo entre Rio Volcan y Rio Colorado,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
435,13,05704006-8,SAN JOSE DE MAIPO RETEN,Vigentes,374166,6277328,057,0570,05704,Rio Maipo entre Rio Volcan y Rio Colorado,Rio Maipo,Rio Maipo Alto,13,13,Metropolitana de Santiago,132,132,Cordillera,13203,13203,San José de Maipo
