OBJECTID|AGNO|RBD|DGV_RBD|NOM_RBD|TIPO_SOST|COD_REG_RB|NOM_REG_RB|COD_PRO_RB|COD_COM_RB|NOM_COM_RB|COD_DEPROV|NOM_DEPROV|TIPO_DEPEN|DIRECCION|NUMERO|REFERENCIA|LATITUD|LONGITUD|MAT_PARV|MAT_BAS_RE|MAT_BAS_AD|MAT_ESP|MAT_MHC_RE|MAT_MHC_AD|MAT_MTP_RE|MAT_MTP_AD|MAT_TOTAL|MAT_HOM_TO|MAT_MUJ_TO|MAT_SI_TOT|CUR_SIM_TO|CUR_COMB_T
1062|2021|22424|3|JARDIN INFANTIL MANITOS TRAVIESAS|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|PRAT|812|PRAT CON BILBAO. LOCOMOCIÓN DIRECTA    WWW.JARDININFANTILMANITOSTRAVIESAS.CL|-40.576332|-73.129143|28|0|0|0|0|0|0|0|28|15|13|0|0|2
1063|2021|7338|5|ESCUELA LEONILA FOLCH LOPEZ|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|BILBAO|1341|BILBAO ESQUINA COLÓN FRENTE LICEO CARMELA CARVAJAL EDIFICIO AZUL|-40.57626|-73.12751|64|649|0|0|0|0|0|0|713|349|364|0|18|0
1064|2021|22542|8|COLEGIO SAN ALBERTO HURTADO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|RAMON FREIRE|837|ESQUINA DE FRANCISCO BILBAO CON FREIRE|-40.576229|-73.131264|0|310|0|0|164|0|0|0|474|246|228|0|12|0
1065|2021|22405|7|CENTRO EDUCACIONAL DE ADULTOS DIEGO PORTALES|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|FRANCISCO BILBAO|1237| |-40.576187|-73.12895|0|0|0|0|0|71|0|0|71|44|27|0|3|0
1066|2021|20383|1|ESCUELA ESPECIAL DE LENGUAJE SAYEN|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|IGNACIO SERRANO|1456|LOS JARDINES DE CASANOVA|-40.57618|-73.11493999999999|0|0|0|145|0|0|0|0|145|84|61|0|10|0
1067|2021|7325|3|LICEO CARMELA CARVAJAL DE PRAT|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|FRANCISCO BILBAO|1380| |-40.575989|-73.127029|0|153|0|0|1218|0|0|0|1371|626|745|0|35|0
1068|2021|16868|8|ESCUELA ESPECIAL DE LENGUAJE COMUNICA|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|ZENTENO|751|AVENIDA ZENTENO|-40.575877|-73.123133|0|0|0|107|0|0|0|0|107|66|41|0|8|0
1069|2021|7386|5|ESCUELA PARTICULAR N.136 `JEAN PIAGET`|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|ANTOFAGASTA|562|RAHUE BAJO|-40.57586|-73.15119|0|0|0|29|0|0|0|0|29|13|16|0|5|0
1070|2021|22270|4|LICEO NUESTRA SEÑORA DE LOURDES|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|LORD COCHRANE|784| |-40.5756|-73.132874|0|0|0|0|56|0|54|0|110|9|101|0|4|0
1071|2021|7329|6|LICEO ELEUTERIO RAMIREZ|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|RAMON FREIRE|752|FREIRE 752 OSORNO|-40.575587999999996|-73.131081|0|0|0|0|996|0|0|0|996|457|539|0|29|0
1072|2021|22677|7|ESCUELA ESPECIAL Y TALLER LABORAL RAICES|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|AVENIDA JUAN MACKENNA|1491|MACKENNA ESQUINA EDUVIGES|-40.575286999999996|-73.124466|0|0|0|85|0|0|0|0|85|47|38|0|7|0
1073|2021|7343|1|ESCUELA MEXICO DE MICHOACAN|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|PEDRO AGUIRRE CERDA|635|LADO FERIA PEDRO AGUIRRE  CERDA|-40.575019999999995|-73.11456299999999|108|860|0|0|0|0|0|0|968|495|473|0|28|0
1074|2021|22628|9|JARDIN INFANTIL ARBOLIRIS|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|ERRAZURIZ|1545|ENTRE ANGULO Y AMUNATEGUI, AL LADO DE CHILEXPRESS|-40.574546999999995|-73.128845|37|0|0|0|0|0|0|0|37|13|24|0|4|0
1075|2021|7256|7|ESCUELA RURAL FOLILCO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|FOLILCO|0| |-40.574539|-72.652908|0|9|0|0|0|0|0|0|9|4|5|0|0|1
1076|2021|22529|0|ESCUELA ESPECIAL DE LENGUAJE KALEM RAHUE|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|CHILLAN , RAHUE BAJO|454| |-40.574504999999995|-73.15451|0|0|0|217|0|0|0|0|217|143|74|0|16|0
1077|2021|11594|0|COLEGIO ANTILLANCA|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|BALMACEDA|612|ENTRE PATRICIO LYNCH Y PRESIDENTE ERRÁZURIZ.|-40.574131|-73.119118|22|147|0|0|0|0|0|0|169|86|83|0|8|1
1078|2021|22265|8|GREEN COUNTRY SCHOOL|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|BULNES|659|ENTRE RAMIREZ Y MACKENNA|-40.573811|-73.138367|17|150|0|0|0|0|0|0|167|98|69|0|10|0
1079|2021|7388|1|COLEGIO SAN JOSE|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|REPUBLICA|726|REPÚBLICA 726 RAHUE|-40.573738|-73.1567|147|692|0|0|309|0|0|0|1148|542|606|0|28|0
1080|2021|22191|0|COLEGIO EMPRENDER OSORNO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|AVENIDA REPUBLICA|1396|MIRASUR|-40.573558999999996|-73.165627|146|654|0|0|245|91|70|0|1206|578|628|0|31|0
1081|2021|22146|5|COLEGIO ABRAHAM LINCOLN|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|ERRAZURIZ|1550|A UNA CUADRA DEL TERMINAL DE BUSES.|-40.57346|-73.123589|0|59|79|0|0|292|0|0|430|180|250|0|15|2
1082|2021|7331|8|INSTITUTO COMERCIAL DE OSORNO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|LOS CARRERA|718|LOS CARRERA CON BULNES, SECTOR CENTRO|-40.571757999999996|-73.138161|0|0|0|0|530|0|520|0|1050|473|577|0|33|0
1083|2021|7415|2|INSTITUTO ALEMAN DE OSORNO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|3|LOS CARRERA|818| |-40.571653|-73.13641|140|523|0|0|178|0|0|0|841|420|421|0|38|0
1084|2021|7719|4|ESCUELA ESPECIAL N.280 `C.T.I. LOS NOTROS`|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|LOS CARRERA|723| |-40.571563999999995|-73.13763399999999|0|0|0|89|0|0|0|0|89|48|41|0|17|0
1085|2021|22466|9|LICEO DE ADMINISTRACION Y COMERCIO SAN SEBASTIAN|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|LOS CARRERA|688|LOS  CARRERA ESQUINA BULNES.|-40.571531|-73.13899599999999|0|0|36|0|0|227|0|0|263|170|93|0|8|0
1086|2021|7414|4|LICEO ALIANZA FRANCESA CLAUDE GAY|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|3|LAS QUEMAS|0|LOTEO 4-A|-40.571492|-73.13638|115|367|0|0|157|0|0|0|639|315|324|0|31|0
1087|2021|22271|2|COLEGIO LUIS PASTEUR|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|FREIRE|341|FREIRE 341|-40.571177999999996|-73.131599|0|165|0|0|99|0|276|0|540|194|346|0|19|0
1088|2021|22187|2|LICEO MANUEL BAQUEDANO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|MANUEL BAQUEDANO|413|BAQUEDANO 413|-40.57116|-73.14259|0|0|0|0|0|294|0|0|294|155|139|0|9|0
1089|2021|22342|5|ESCUELA PARTICULAR DELIA DOMINGUEZ|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|LORD COCHRANE|441|AL LADO DEL CENTRO MÉDICO COCHRANE|-40.570969|-73.133369|14|59|0|0|0|0|0|0|73|39|34|0|8|0
1090|2021|7390|3|ESCUELA PARTICULAR N.130 AURORA DE CHILE|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|TARAPACA|246|PEDRO MONTT / TARAPACA|-40.570910999999995|-73.155853|5|43|0|0|0|0|0|0|48|24|24|0|8|0
1091|2021|11577|0|ESCUELA ESPECIAL TALLER LABORAL MATICES|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|COCHRANE|418|ENTRE CALLE LOS CARRERAS Y BAQUEDANO   1ª PISO|-40.570656|-73.13284999999999|0|0|0|40|0|0|0|0|40|23|17|0|5|0
1092|2021|22246|1|COLEGIO SHADDAI|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|RAMON FREIRE|358|SECTOR CENTRO DE OSORNO.|-40.570609999999995|-73.13147|20|305|0|0|0|0|0|0|325|169|156|0|9|0
1093|2021|22626|2|INSTITUTO POLITECNICO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|SANTA MARIA|1701|CALLE LASTARRIAS|-40.570201999999995|-73.120857|0|0|0|0|118|0|131|0|249|188|61|0|8|0
1094|2021|22397|2|COLEGIO TECNICO PROFESIONAL SANTA TERESA DE LOS ANDES|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|BAQUEDANO|804|804/842 A TRES CUADRAS DE PLAZA DE ARMAS DIRECCIÓN NORTE ACCEDIENDO POR MATTA Y A DOS CUADRAS ACCEDIENDO DIRECCIÓN NORTE POR O`HIGGINS ESQUINA BAQUEDANO, FRENTE A COLEGIO ALEMÁN DE OSORNO.|-40.57019|-73.13636799999999|0|0|31|0|85|214|89|0|419|194|225|0|15|0
1095|2021|22224|0|COLEGIO PROYECCION SIGLO XXI|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|SANTA MARIA|1412|SANTA MARÍA ESQUINA ANGULO|-40.57008|-73.123711|50|208|0|0|104|0|0|0|362|174|188|0|14|0
1096|2021|7371|7|ESCUELA RURAL FORRAHUE|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|SECTOR FORRAHUE|0|CAMINO MISION RAHUE KM 25|-40.568501|-73.314377|0|33|0|0|0|0|0|0|33|19|14|0|2|1
1097|2021|7336|9|ESCUELA FUNDACION PAUL HARRIS|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|CAUPOLICAN|58|CAUPOLICAN 58 RAHUE 2, SUBIENDO LA CUESTA SCHILLING|-40.568000999999995|-73.161217|36|189|0|0|0|0|0|0|225|115|110|0|10|0
1098|2021|7352|0|ESCUELA SOCIEDAD DE SOCORRO DE SEÑORAS|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|12 DE OCTUBRE|1361|12 DE OCTUBRE CON SEVILLA.|-40.566448|-73.16851|69|314|0|0|0|0|0|0|383|178|205|0|14|0
1099|2021|22608|4|COLEGIO EL LABRADOR|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|12 DE OCTUBRE|1620| |-40.565418|-73.170738|40|196|0|0|0|0|0|0|236|124|112|0|10|0
1100|2021|22007|8|COLEGIO ARTISTICO SANTA CECILIA|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|GREGORIA RAMIREZ|350|  POBLACION MAXIMILIANO KOLBE|-40.564743|-73.112411|111|527|0|0|230|0|0|0|868|395|473|0|28|0
1101|2021|7341|5|ESCUELA MONSEÑOR FRANCISCO VALDES SUBERCASEAUX|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|CUYA|680|FRENTE  A POLICLINIO PAMPA ALEGRE NUEVA ESPERANZA  FRANKE|-40.562968999999995|-73.151253|35|226|0|0|0|0|0|0|261|126|135|0|12|0
1102|2021|22148|1|ESCUELA PART. EL PARQUE PONHUIPA|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|PONHUIPA|0|RIO BUENO CAMINO A CARIMALLIN, A 4 KMS. DEL RETEN DE CARABINEROS.|-40.56292|-72.73423|0|20|0|0|0|0|0|0|20|16|4|0|5|0
1103|2021|40288|5|COLEGIO PADRE BARBER SJ|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|PITRUFQUEN|1828| VILLA QUILACAHUIN, CAMINO A MISION DE RAHUE, A LA ALTURA DE CALLE CHACARILLAS 4 CUADRAS HACIA EL SUR|-40.560291|-73.172783|28|126|33|0|0|223|0|0|410|203|207|0|18|0
1104|2021|7592|2|ESCUELA RURAL PURREHUIN|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|1|PURREHUIN|0|RUTA U-400, KILÓMETRO 26, ENTRADA CAMINO POR TROSCO, 6 KILÓMETROS DE CAMINO DE PIEDRA, LLEGANDO A CRUCE PURREHUIN|-40.560249|-73.423317|0|20|0|0|0|0|0|0|20|11|9|0|0|1
1105|2021|40265|6|CENTRO EDUCATIVO RENACER-ESCUELA ESPECIAL Y TALLER LABORAL|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|CAMINO A MURRINUMO|8|CAMINO A MURRINUMO KM 08 OSORNO|-40.559971999999995|-73.16762|0|0|0|8|0|0|0|0|8|6|2|0|1|0
1106|2021|7332|6|ESCUELA JUAN RICARDO SANCHEZ ASCENCIO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|HEROES DE LA CONCEPCION|0|ESQUINA LOS NARANJOS S/N LA ESCUELA SE UBICA EN UNA ESQUINA DE LA CALLE LOS NARANJOS, LA LOCOMOCIÓN COLECTIVA RECONOCE AL ESTABLECIMIENTO COMO `ESCUELA 5`|-40.55872|-73.152687|42|255|0|0|0|0|0|0|297|166|131|0|11|0
1107|2021|22436|7|THE MISSION COLLEGE|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|LA MISION|2680|CAMINO A LA MISIÓN DE RAHUE.|-40.55851|-73.169907|210|1145|0|0|265|0|212|0|1832|917|915|0|55|0
1108|2021|7588|4|ESCUELA RURAL PUCATRIHUE|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|1|PUCATRIHUE|0|CAMINO AL MAR KM. 60 PUCATRIHUE, SECTOR CONTACO.|-40.557418999999996|-73.707413|0|34|0|0|0|0|0|0|34|16|18|0|0|1
1109|2021|7620|1|ESCUELA PARTICULAR N.160 MILLAHUAIMO|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|CAMINO A QUEMEUMO|45|MILLAHUAIMO (CAMINO A QUEMEUMO KM 45) - RUTA AL MAR HASTA RESTORAN EL PASO POR CAMINO DE PIEDRA HASTA LA POSTA DOBLAR A LA IZQUERDA HASTA CANCHA DE FUTBOL|-40.556511|-73.463364|0|8|0|0|0|0|0|0|8|6|2|0|0|1
1110|2021|7596|5|ESCUELA RURAL CARRICO|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|1|CARRICO|0|CRUCE KM 39 CAMINO A BAHÍA MANSA, DESDE AHÍ KM AL NORTE.|-40.55497|-73.547333|0|2|0|0|0|0|0|0|2|1|1|0|0|1
1111|2021|7243|5|ESCUELA RURAL CARIMALLIN BAJO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|CARIMALLIN|0|CAMINO RIO BUENO- MANTILHUE ,ESTABLECIMIENTO UBICADO A LA ALTURA DEL KM.35|-40.554919999999996|-72.772598|33|84|0|0|0|0|0|0|117|62|55|0|2|4
1112|2021|40403|9|GREEN PARK SCHOOL|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|LOS DAMASCOS|120|PAMPA ALEGRE FRANCKE|-40.552890999999995|-73.155197|27|197|0|0|0|0|0|0|224|130|94|0|10|0
1113|2021|22201|1|CENTRO PARA LA INTEGRACION `JEROME BRUNER`|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|HERMANOS PHILLIPIS|1350| |-40.546527999999995|-73.08664999999999|0|0|0|57|0|0|0|0|57|36|21|0|9|0
1114|2021|7356|3|ESCUELA RURAL PELLECO|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|CAMINO REMEHUE - MULPULMO|16|CAMINO REMEHUE - MULPULMO KM. 16, PELLECO|-40.545601|-73.016678|0|13|0|0|0|0|0|0|13|7|6|0|1|1
1115|2021|7412|8|ESCUELA PARTICULAR N.127 VIRGEN DE CANDELARIA|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|2|MISION RAHUE KM. 5|0|MISIÓN RAHUE, KM 5, CAMINO A SAN JUAN DE LA COSTA|-40.540988999999996|-73.192818|65|430|0|0|0|0|0|0|495|265|230|0|14|0
1116|2021|7297|4|ESCUELA RURAL SANTA ISABEL|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|SANTA ISABEL|0|RIO BUENO SANTA ISABEL.KM.55 HACIA EL ESTE|-40.53056|-72.58949299999999|0|6|0|0|0|0|0|0|6|5|1|0|0|1
1117|2021|7260|5|ESCUELA RURAL CHAMPULLI|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|CHAMPULLI|0|DAEM RÍO BUENO|-40.528220999999995|-72.697884|0|53|0|0|0|0|0|0|53|30|23|0|2|2
1118|2021|7296|6|ESCUELA PARTICULAR LOS AZADORES|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|LOS AZADORES|0|KILOMETRO45 RIOBUENO SECTOR LOS AZADORES|-40.524712|-72.657707|0|19|0|0|0|0|0|0|19|10|9|0|0|1
1119|2021|7292|3|ESCUELA PARTICULAR NUEVA ESPERANZA|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|CAMINO CURRALHUE|60|SOR TERESA DE LOS ANDES 1978 - CAMINO CURRALHUE KM 60  NUEVA ESPERANZA|-40.515330999999996|-72.5597|0|10|0|0|0|0|0|0|10|5|5|0|5|0
1120|2021|7253|2|ESCUELA RURAL CURRALHUE GRANDE|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|CURRALHUE GRANDE|0|SECTOR CURRALHUE GRANDE, HACIA EL SUR-OESTE.|-40.511081999999995|-72.608307|0|7|0|0|0|0|0|0|7|6|1|0|0|1
1121|2021|7433|0|ESCUELA RURAL LA POZA|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|LA POZA|0|LOCALIDAD LA POZA A 17 KMS. DE SAN PABLO|-40.5103|-72.90183999999999|11|54|0|0|0|0|0|0|65|26|39|0|0|3
1122|2021|7600|7|ESCUELA PARTICULAR N.163 LAFQUELMAPU|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|SECTOR LAFQUELMAPU|42|SECTOR LAFQUELMAPU KM. 42 - RETEN CARABINERO SAN JUAN DE LA COSTA|-40.506439|-73.443192|0|21|17|0|0|0|0|0|38|27|11|0|1|1
1123|2021|22159|7|ESCUELA PARTICULAR EL MINERO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|EL MINERO|0|CAMINO FUTAHUENTE KM 56 DISTANTE A LA CIUDAD RÍO BUENO.|-40.497310999999996|-72.533699|0|7|0|0|0|0|0|0|7|5|2|0|0|1
1124|2021|7282|6|ESCUELA PARTICULAR NUEVA LUMACO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|NUEVA LUMACO|0|SECTOR RURAL LUMACO|-40.494129|-72.881577|0|7|0|0|0|0|0|0|7|5|2|0|0|1
1125|2021|11547|9|ESCUELA PARTICULAR NOLGUEHUE|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|NOLGUEHUE|0|KM.12 CAMINO CRUCERO A NOLGUEHUE RÍO BUENO|-40.491589|-72.786186|0|6|0|0|0|0|0|0|6|1|5|0|4|0
1126|2021|7381|4|ESCUELA RURAL CHACAYAL|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|SECTOR CHACAYAL|0|RUTA U-16 9 KM Y RUTA 122 5 KMS|-40.490711|-73.122597|0|13|0|0|0|0|0|0|13|6|7|0|5|0
1127|2021|7614|7|COLEGIO TECNICO PROFESIONAL MISION SAN JUAN DE LA COSTA|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|MISION SAN JUAN DE LA COSTA|0|LA OFICINA CENTRAL ESTA EN SANTA ELISA 1266, OSORNO|-40.490292|-73.40521199999999|24|122|0|0|42|0|48|0|236|107|129|0|12|1
1128|2021|7580|9|ESCUELA RURAL PULOTRE|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|1|PULOTRE|0|DAEM SAN JUAN DE LA COSTA I.MUNICIPALIDAD SAN JUAN DE LA COSTA|-40.489231|-73.367699|0|8|0|0|0|0|0|0|8|2|6|0|0|1
1129|2021|22620|3|ESCUELA PARTICULAR ANTUMAPU|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|LAFQUELMAPU|0|LAFQUELMAPU|-40.488411|-73.438026|8|25|0|0|0|0|0|0|33|18|15|0|2|1
1130|2021|7602|3|ESCUELA PARTICULAR N.161 HACIENDA HUITRAPULLI|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|ALEUCAPI|50|KM 50 RUTA U-40 AL MAR, CRUCE CARRICO|-40.488091|-73.520493|0|1|0|0|0|0|0|0|1|1|0|0|1|0
1131|2021|7257|5|ESCUELA RURAL FUTAHUENTE|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|FUTAHUENTE|0|SECTOR RURAL FUTAHUENTE CENTRO COMUNA DE RIO BUENO|-40.48616|-72.629898|0|5|0|0|0|0|0|0|5|2|3|0|0|1
1132|2021|7432|2|ESCUELA RURAL JULIO MOHR SCHULER|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|CHIFCA|0|KM.15 CARRETERA HACIA EL NORTE|-40.483601|-73.038742|11|78|0|0|0|0|0|0|89|53|36|0|2|3
1133|2021|7268|0|ESCUELA RURAL CURRALHUE CHICO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|CURRALHUE CHICO|0|SECTOR RURAL CURRALHUE CHICO|-40.48037|-72.85331|0|3|0|0|0|0|0|0|3|1|2|0|0|1
1134|2021|7617|1|ESCUELA PARTICULAR N.172 PUNOTRO|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|PUNOTRO KM.57|0|PUNOTRO KM. 57 HACIA EL NOROESTE|-40.47998|-73.588348|0|9|0|0|0|0|0|0|9|3|6|0|0|1
1135|2021|7239|7|ESCUELA BASICA SAN JOSE DE FILUCO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|FILUCO|0|CAMINO A CHAMPULLI `LOCALIDAD FILUCO`|-40.46809|-72.724548|0|13|0|0|0|0|0|0|13|9|4|0|0|1
1136|2021|7619|8|ESCUELA PARTICULAR N.173 HUAMPUTUE|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|HUAMPUTUE|37|CAMINO HUAMPUTUE - CENTINELA KM 37.|-40.467800000000004|-73.326813|0|4|0|0|0|0|0|0|4|2|2|0|3|0
1137|2021|7622|8|ESCUELA PARTICULAR N.154 HUITRAPULLI|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|PUTRENTREN|0|KM. 38 CAMINO OSORNO A PUCOPIO.  COMUNA DE SAN JUAN DE LA COSTA  DÉCIMA REGIÓN DE LOS LAGOS.|-40.465129999999995|-73.43025999999999|0|34|0|0|0|0|0|0|34|21|13|0|0|2
1138|2021|7427|6|ESCUEAL RURAL QUILEN|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|CAMINO A TRAFUN|27|CAMINO A TRAFÚN KM 27.SECTOR QUILÉN.|-40.454418|-72.932129|9|54|0|0|0|0|0|0|63|35|28|0|0|3
1139|2021|22451|0|ESCUELA PARTICULAR LA PRADERA|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|SECTOR HUELECO|0|RUTA 5, CRUCE TRAFUN A 9 KM.|-40.45256|-72.952164|0|23|0|0|0|0|0|0|23|11|12|0|0|1
1140|2021|7249|4|ESCUELA RURAL TIQUECO|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|CAMINO A MARRIAMO|25|KM 25|-40.450809|-72.84651199999999|0|17|0|0|0|0|0|0|17|8|9|0|0|1
1141|2021|7612|0|ESCUELA PARTICULAR N.168 CUMILELFU|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|CUMILELFU|0| |-40.446739|-73.46391299999999|0|18|0|0|0|0|0|0|18|10|8|0|0|1
1142|2021|7424|1|ESCUELA RURAL VILLA CARACOL|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|1|CARACOL|0|LOCALIDAD DE CARACOL, COMUNA DE SAN PABLO, DE LA PROVINCIA DE OSORNO.|-40.443419999999996|-73.122543|0|11|0|0|0|0|0|0|11|7|4|0|0|1
1143|2021|7298|2|ESCUELA PARTICULAR EL RADAL|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|2|FOLILCO|0|SECTOR RURAL FOLILCO A 35 KMS.DESDE LA CIUDAD DE RÍO BUENO.|-40.443272|-72.65289299999999|0|14|0|0|0|0|0|0|14|7|7|0|0|1
1144|2021|7446|2|ESCUELA PARTICULAR N.146 ROSARIO DE LAS ANIMAS|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|CAMINO A QUILACAHUÍN|20|CAMINO A QUILACAHUÍN KM. 20 SECTOR QUILMAHUE|-40.4356|-73.218178|15|40|0|0|0|0|0|0|55|31|24|0|2|3
1145|2021|7372|5|ESCUELA RURAL CANCHA LARGA|1|10|LAGOS|103|10301|OSORNO|103|OSORNO|1|CAMINO A CHANCO|32|CAMINO A CHANCO KM. 32 - OSORNO, RAHUE, PAMPA SCHILLING, CONTINUAR CAMINO ASFALTADO HASTA LLEGAR A CANCHA LARGA KM. 32.|-40.43475|-73.307777|21|85|0|0|0|0|0|0|106|56|50|0|2|4
1146|2021|7607|4|ESCUELA PARTICULAR N.156 CHANCO|1|10|LAGOS|103|10306|SAN JUAN DE LA COSTA|103|OSORNO|2|CAMINO CANCHA LARGA|40|KM. 40 CAMINO CANCHA LARGA|-40.42944|-73.352654|0|30|0|0|0|0|0|0|30|20|10|0|0|1
1147|2021|7443|8|ESCUELA PARTICULAR N.153 EL ROBLE|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|KM.20 OSORNO- TRUMAO|0|KM. 20 OSORNO- TRUMAO.|-40.427237999999996|-73.189903|8|56|0|0|0|0|0|0|64|37|27|0|2|4
1148|2021|22548|7|ESCUELA PARTICULAR EVANGELICA MONTE SINAI|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|QUILMAHUE|26|QUILMAHUE KM26; DOMICILIO PARTICULAR DEL SOSTENEDOR TIT TIL 1362 MIRASUR OSORNO|-40.419041|-73.217216|0|3|0|0|0|0|0|0|3|2|1|0|1|1
1149|2021|7240|0|COLEGIO BICENTENARIO CRUCERO OSCAR DANIEL|1|14|RIOS|142|14204|RÍO BUENO|142|RANCO|1|TENIENTE ORELLA|460|TENIENTE ORELLA / CRUCERO //CRUCERO TIENE ACCESO VIA ASFALTICA DISTANTE DE RIO BUENO 20 KILOMETROS, ACCESO POR RUTA  T 933|-40.418189999999996|-72.80536699999999|40|207|0|0|94|71|0|0|412|208|204|0|18|0
1150|2021|22685|8|ESCUELA PARTICULAR SAN BENITO|1|10|LAGOS|103|10307|SAN PABLO|103|OSORNO|2|PAGLIETA|351|AL LADO PANADERÍA LA ESPIGA, SAN PABLO|-40.41806|-73.026207|0|57|0|0|0|0|0|0|57|35|22|0|8|0
